Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date,avg_sentiment,num_headlines,price_change_pct,ma_7,ma_30,volatility,volume_change_pct,rsi,target
2023-08-23,176.28962468028294,179.28176749229362,176.1019960768648,178.8571319580078,52722800,0.0,0.0,,0.0,0.0,2.194879576265807,174.46414838518416,183.68332265218098,2.3265684568872196,25.414318642971146,33.34069393665044,0
2023-08-24,178.41275636104422,178.83739189345877,173.81097351698816,174.17636108398438,54945800,0.0,0.0,,0.0,0.0,-2.6170445778602724,174.31320190429688,183.22567698160807,2.3025254391418177,4.216392149127124,39.25453365951251,1
2023-08-25,175.16386577811136,176.91174101480664,173.62335841851225,176.3784942626953,51449600,0.0,0.0,,0.0,0.0,1.2643123125354094,174.60098920549666,182.8365046183268,2.4321747285970248,-6.362997717750951,50.00240870215916,1
2023-08-28,177.84004032072406,178.3337935661488,176.31928695480332,177.9387969970703,43820700,0.0,0.0,,0.0,0.0,0.8846332093362275,175.47423226492745,182.39086405436197,2.3662873734738192,-14.827909254882442,51.2810177541162,1
2023-08-29,177.45489519701718,182.5899254092932,177.25739693272806,181.81967163085935,53003900,0.0,0.0,,0.0,0.0,2.1810165625953504,176.83275713239394,182.0831329345703,2.9134454506777248,20.956306038013995,61.422359420525275,1
2023-08-30,182.62940848986256,185.50305529692773,182.43191025327192,185.3055419921875,60813900,0.0,0.0,,0.0,0.0,1.9172129891452894,178.49882071358817,181.84656219482423,3.939390020519611,14.734764800326005,66.35880234101236,1
2023-08-31,185.49317264844964,186.7571794584308,185.1376697913831,185.52279663085935,60794500,0.0,0.0,,0.0,0.0,0.11724130662049692,179.9998277936663,181.68199208577474,4.369325697469995,-0.03190060167165276,66.53540053827896,1
2023-09-01,187.12259578872167,187.54721631397277,185.9277063979524,187.0929718017578,45766500,0.0,0.0,,0.0,0.0,0.8463516071411492,181.17637634277344,181.60887908935547,5.06397595819862,-24.719341387790017,66.44734233808376,1
2023-09-05,185.9276685232417,187.6064260712157,185.26604116890505,187.32992553710935,45280000,0.0,0.0,,0.0,0.0,0.12665026006568603,183.05545697893416,181.51703694661458,4.434945712459128,-1.0630045994340809,71.39365226885484,0
2023-09-06,186.0461550496904,186.4905448774819,179.2027445739978,180.624755859375,81755800,0.0,0.0,,0.0,0.0,-3.5793371819848763,183.66206577845983,181.17309061686197,3.576849591556497,80.55609540636041,59.17775004138093,0
2023-09-07,172.99134398653018,175.98350189646143,171.37183427986267,175.34161376953125,112488800,0.0,0.0,,0.0,0.0,-2.9249269097736175,183.2910396030971,180.62411295572917,4.3257679690611495,37.5912167699417,54.76956148925803,1
2023-09-08,176.12176201867752,177.98814840122637,175.56874581023814,175.95387268066406,65551300,0.0,0.0,,0.0,0.0,0.3491806069137571,182.45306832449776,180.1376205444336,5.148257550287413,-41.72637631479756,54.92654688889303,1
2023-09-11,177.82027676778657,178.0473990105972,175.12437356668377,177.119140625,58953100,0.0,0.0,,0.0,0.0,0.6622576284244452,181.28358241489954,179.6041727701823,5.319267375211109,-10.065704265209085,54.72106259657407,0
2023-09-12,177.24749835360407,177.87950173703112,172.6358460753217,174.09735107421875,90370200,0.0,0.0,,0.0,0.0,-1.7060773556817566,179.65137590680803,178.94961802164713,5.549623554372908,53.29168440675724,48.806141385802704,0
2023-09-13,174.30473020059844,175.08486860955094,171.8063404869434,172.03347778320312,84267900,0.0,0.0,,0.0,0.0,-1.185470817494394,177.50001961844308,178.2538803100586,5.083414449183069,-6.752557812199155,40.69987933831978,1
2023-09-14,171.8260758579031,173.8998448696545,171.41132506918257,173.54434204101562,60895800,0.0,0.0,,0.0,0.0,0.8782385133877746,175.53065054757255,177.7081075032552,2.7963681129457814,-27.735472226078972,49.05713635328932,0
2023-09-15,174.27510652680778,174.29486087176767,171.6483512368518,172.82347106933594,109259500,0.0,0.0,,0.0,0.0,-0.4153814311672055,174.41618129185267,177.18465576171874,1.807515213612176,79.4204197990666,44.45128759126312,1
2023-09-18,174.2751007250675,177.13887792290447,173.9689761950564,175.74649047851562,67257600,0.0,0.0,,0.0,0.0,1.6913324278778008,174.4740208217076,177.06040852864584,1.84808670735969,-38.44233224570861,46.71784700815221,1
2023-09-19,175.30212586469654,177.38576479928514,174.91699900323945,176.832763671875,51826900,0.0,0.0,,0.0,0.0,0.6180909731976492,174.59957667759485,177.07558898925782,1.9898033096114194,-22.942686031021033,41.85219866133758,0
2023-09-20,177.02035765272817,177.45486279571944,173.20858308214417,173.29747009277344,58436200,0.0,0.0,,0.0,0.0,-1.999229953597026,174.05362374441964,176.9416982014974,1.684078882857356,12.752643897281146,30.41238576021877,0
2023-09-21,172.36923745366522,174.09737357666756,171.68785565712008,171.75697326660156,63149100,0.0,0.0,,0.0,0.0,-0.8889320919383215,173.7192840576172,176.80938212076822,1.8932749517176568,8.065035029656276,28.4743858751646,1
2023-09-22,172.48775099523908,174.86764517240317,171.87550181385268,172.6062469482422,56725400,0.0,0.0,,0.0,0.0,0.4944624171516976,173.80110822405135,176.71260732014974,1.8192023302037497,-10.172274822602379,26.824612434323484,1
2023-09-25,172.02361011818323,174.7590070374673,171.97423178505466,173.880126953125,46172700,0.0,0.0,,0.0,0.0,0.7380265937100283,173.84907749720983,176.65632019042968,1.815727147175236,-18.60313016743822,29.17438076903815,0
2023-09-26,172.63588402695854,173.01112622988728,169.5153600429677,169.81161499023438,64588900,0.0,0.0,,0.0,0.0,-2.3398372397021694,173.41881234305245,176.4094436645508,2.371164575621597,39.885473450762035,31.76832223799022,0
2023-09-27,170.46333088230946,170.87808171574733,166.93794126401278,168.30068969726562,66921800,0.0,0.0,,0.0,0.0,-0.889765575255641,172.3551265171596,176.1783671061198,2.7866236987216095,3.6119209337827307,36.39834410420211,1
2023-09-28,167.2243249736919,169.8807195182162,165.5258128129139,168.55746459960938,56294400,0.0,0.0,,0.0,0.0,0.15256913254819704,171.17294093540735,175.9848164876302,2.2796817077706466,-15.88032599242698,35.51264387053968,1
2023-09-29,169.87084635964763,170.90773103963988,168.21182785802986,169.0709686279297,51861100,0.0,0.0,,0.0,0.0,0.3046462697692265,170.56915501185827,175.89297892252605,2.1807664357222567,-7.8752060595725375,33.82299809045466,1
2023-10-02,169.08081880430257,172.12233981703872,168.79443355791753,171.57920837402344,52164500,0.0,0.0,,0.0,0.0,1.4835425421933834,170.54376002720423,175.86861928304037,2.1656113353368696,0.585024228178721,44.83178053019745,0
2023-10-03,170.1078434596355,171.46073744550782,168.6858469308082,170.24609375,49594600,0.0,0.0,,0.0,0.0,-0.7769674639816482,170.20659528459822,175.75538584391276,1.9654612351800584,-4.926530494876779,46.218143920903174,1
2023-10-04,168.9524578917983,172.03348795172127,168.8339619515459,171.4903564453125,53020300,0.0,0.0,,0.0,0.0,0.7308612302962203,169.86519949776786,175.63787282307942,1.3238565768997197,6.9074052416997045,45.60446234747376,1
2023-10-05,171.61874445939648,173.25800883188634,170.52261166431626,172.72476196289062,48527900,0.0,0.0,,0.0,0.0,0.7198104564974495,170.28136335100447,175.43346048990887,1.7067247942824122,-8.47298110346415,49.793305117942936,1
2023-10-06,171.6285909459562,175.76624458491796,171.016326818613,175.27249145507812,57266700,0.0,0.0,,0.0,0.0,1.475022725887376,171.27733503069197,175.46999816894532,2.292088991218559,18.00778521221813,48.9916066772622,1
2023-10-09,174.6009972191987,176.81301689163445,173.60362121945622,176.75376892089844,42390800,0.0,0.0,,0.0,0.0,0.8451283219192307,172.44823564801897,175.48250732421874,2.723925074358655,-25.97652737105508,49.83472303897625,0
2023-10-10,175.87489990900735,177.47465549196244,175.72676490471198,176.16127014160156,43698000,0.0,0.0,,0.0,0.0,-0.3352113977054927,173.4611358642578,175.42325642903646,2.5728561157292678,3.0836879700312236,56.833248379815046,1
2023-10-11,175.9736185461729,177.60301297187604,175.3811238107674,177.5536346435547,47551100,0.0,0.0,,0.0,0.0,0.7903919521208724,174.3146253313337,175.2810551961263,2.8232757818018426,8.817566021328215,63.9297531813035,1
2023-10-12,177.82026707710477,180.06189553412176,176.80312172309905,178.4522705078125,56743100,0.0,0.0,,0.0,0.0,0.5061207933376721,175.48693629673548,175.0526128133138,2.5420557370486616,19.330783094397397,64.01512407934581,0
2023-10-13,179.15340788479125,179.65703072033497,175.91438812346496,176.6155242919922,51427100,0.0,0.0,,0.0,0.0,-1.0292646939114691,176.21910313197546,174.75570373535157,1.8403290762538544,-9.368539963449296,56.385448613144405,0
2023-10-16,174.54171793626583,176.8426091520335,174.3047110276888,176.4871063232422,52517000,0.0,0.0,,0.0,0.0,-0.07271046487266064,176.75658089773995,174.4021748860677,1.013253482366062,2.1193106358320835,69.09585970107298,0
2023-10-17,174.44298390478113,176.19087429527403,172.61610626933813,174.93673706054688,57549400,0.0,0.0,,0.0,0.0,-0.8784603561099558,176.70861598423548,173.98906860351562,1.09949241354201,9.582420930365409,68.94028475317965,0
2023-10-18,173.38635072108465,175.36136323860268,172.92222157401596,173.64309692382812,54764400,0.0,0.0,,0.0,0.0,-0.7394902628548583,176.2642342703683,173.7563466389974,1.595114623536164,-4.83932065321272,63.704057616810054,0
2023-10-19,173.84057783744473,175.6180919396984,173.00120664203897,173.26783752441406,59302900,0.0,0.0,,0.0,0.0,-0.216109598401526,175.85088675362724,173.68722076416014,1.9595128065199467,8.28731803872589,61.39403168585239,0
2023-10-20,173.1197103596996,173.22833664495803,170.4830706009531,170.72007751464844,64244000,0.0,0.0,,0.0,0.0,-1.4704171565635415,174.87466430664062,173.51276092529298,2.5752968709655164,8.331970274640877,47.67254977826721,1
2023-10-23,168.7747380957869,171.83599917885627,167.80697088494813,170.838623046875,55980100,0.0,0.0,,0.0,0.0,0.06943854170660124,173.78700038364954,173.30341033935548,2.4153052635178365,-12.863302409563538,51.71828178900958,1
2023-10-24,170.88797493724758,171.50022404547477,169.30795876796012,171.27310180664062,43816600,0.0,0.0,,0.0,0.0,0.25432115526149435,173.02379717145647,173.20926869710286,2.207713056897367,-21.728257005614495,49.338933378896385,0
2023-10-25,169.73259505065448,170.89784530264086,168.51795139973865,168.96234130859375,57157000,0.0,0.0,,0.0,0.0,-1.3491671918545722,171.9488307407924,173.10689748128254,2.067850143882445,30.445995353359233,39.2554355972795,0
2023-10-26,168.24141831331102,169.23880917055772,163.60014241201984,164.80490112304688,70625300,0.0,0.0,,0.0,0.0,-2.4605720738408277,170.50142560686385,172.81558278401693,2.9748753520369524,23.563692985985973,22.62400932214888,1
2023-10-27,164.82467062426355,166.8490614359056,164.745668316651,166.11830139160156,58499100,0.0,0.0,,0.0,0.0,0.7969424814460391,169.42645481654577,172.59207712809246,3.009763113138775,-17.169767774437773,21.938550382952954,1
2023-10-30,166.9082925975718,169.03142477889003,166.76015763515437,168.16241455078125,51131000,0.0,0.0,,0.0,0.0,1.2305165307228583,168.69710867745536,172.33927459716796,2.498999804394643,-12.59523650791209,30.39681809580864,1
2023-10-31,167.23421730907862,168.76484019690602,165.80232095364974,168.636474609375,44846000,0.0,0.0,,0.0,0.0,0.28190607268581136,168.39945111955916,172.0660649617513,2.336702575416025,-12.291955956269195,27.11627335088133,1
2023-11-01,168.86358325166134,172.05322449399938,167.99457285522465,171.79647827148438,56934900,0.0,0.0,,0.0,0.0,1.8738553859294793,168.53628758021765,172.01603190104166,2.523893745019389,26.956473264059234,34.69580655121116,1
2023-11-02,173.32709544733643,175.55885407348563,173.2678474852133,175.3514862060547,77334800,0.0,0.0,,0.0,0.0,2.0693136264134937,169.11891392299108,172.13584899902344,3.530836629598643,35.83022012860302,47.30634563058306,0
2023-11-03,172.06306912689155,174.61083668548292,171.18418929633518,174.4429473876953,79829200,0.0,0.0,,0.0,0.0,-0.5181243900560739,169.90185764857702,172.19707234700522,4.058543561368693,3.2254560689366274,45.78408800526682,1
2023-11-06,174.17636920813592,177.18825142381783,174.00849494223715,176.99075317382812,63841300,0.0,0.0,,0.0,0.0,1.4605381440101262,171.64269365583147,172.3007598876953,4.12089308590725,-20.02763399858698,54.06883885811838,1
2023-11-07,176.9413698079054,180.1606499568927,176.73400192517136,179.54840087890625,70530000,0.0,0.0,,0.0,0.0,1.4450741969362468,173.561279296875,172.6253194173177,4.2447037534366245,10.477073618488353,61.14005595790492,1
2023-11-08,180.07179468790036,181.15804266662397,179.3212801943679,180.60504150390625,49340300,0.0,0.0,,0.0,0.0,0.58849904528675,175.33879743303572,173.03546447753905,4.212182928493644,-30.04352757691763,63.494352224732346,0
2023-11-09,180.67415869856796,181.8196545511001,179.5385174163197,180.1310272216797,53763500,0.0,0.0,,0.0,0.0,-0.2624590533461424,176.98087637765067,173.42124989827474,3.3071710577352076,8.964679987758494,68.73761218153206,1
2023-11-10,181.91086536697577,184.48177017271385,181.47578777634308,184.31365966796875,66133400,0.24,0.0,,0.0,0.0,2.3219944452665953,178.76904514857702,173.92933959960936,3.4188978881373955,23.007988691212432,73.09224240814095,0
2023-11-13,183.74018560328048,183.94782669363863,182.1482051958573,182.73159790039065,43627500,0.0,0.0,,0.0,0.0,-0.8583529676683188,179.82334681919642,174.30108591715495,3.3260193353230623,-34.031064484814024,68.89336504099494,1
2023-11-14,185.5991101996175,186.0045247766197,184.214786141562,185.34202575683597,60108400,0.0,0.0,,0.0,0.0,1.4285585451227156,181.38035801478796,174.80428365071614,2.9129469569928728,37.776402498424154,76.74339461504242,1
2023-11-15,185.7474724520267,187.3789985945617,185.6782486931539,185.9056701660156,53790500,0.0,0.0,,0.0,0.0,0.304110417957304,182.65391758510046,175.28479410807293,2.606648595350388,-10.510843742305564,89.03213095801271,1
2023-11-16,187.4482069859036,188.8226485285232,186.5384909930313,187.58663940429688,54412900,0.0,0.0,,0.0,0.0,0.9042054697848467,183.80223737444197,175.78019002278646,2.775630365665444,1.157081640810187,89.17927717043528,0
2023-11-17,188.12059370194677,188.24914348244,186.4594046371221,187.56686401367188,50922700,0.0,0.0,,0.0,0.0,-0.010542003784386189,184.79678344726562,176.19000244140625,2.68487251783862,-6.414287788373718,88.23803567347831,1
2023-11-20,187.76462241033667,189.7620174322178,187.75473976876387,189.30715942382807,46505100,0.0,0.0,,0.0,0.0,0.9278266815983871,186.10765947614397,176.60844879150392,2.2284778502381877,-8.67510952875633,88.79710902004996,0
2023-11-21,189.2675961213261,189.3763655204944,187.61628985249988,188.50621032714844,38134500,0.0,0.0,,0.0,0.0,-0.4230949844249876,186.70659528459822,177.0199467976888,2.229358028992269,-17.999316204029235,84.40990396803525,1
2023-11-22,189.3467095850447,190.77057938008176,188.6940931656517,189.1687164306641,39617700,0.0,0.0,,0.0,0.0,0.35145054497986994,187.62618364606584,177.40711619059246,1.5363463357489153,3.889391495889538,82.3014986323538,0
2023-11-24,188.7336553269539,188.76331834061185,187.13179223741545,187.8437347412109,24048300,0.0,0.0,,0.0,0.0,-0.7004232594340354,187.9835706438337,177.72016499837238,1.1617539421830994,-39.2991011593303,80.72961643701413,0
2023-11-27,187.79426021241983,188.5358656068872,186.7856726513042,187.66571044921875,40552600,0.0,0.0,,0.0,0.0,-0.09477254710540395,188.23500497000558,178.0885045369466,0.7570626898336789,68.62979919578515,77.4638366162506,1
2023-11-28,187.6558347269926,188.9412871423915,187.28008315178343,188.26889038085935,38415400,0.0,0.0,,0.0,0.0,0.3214119032170393,188.3324693952288,178.48123067220052,0.7015623770096476,-5.27019229346577,74.94404561548089,0
2023-11-29,188.7633011569372,189.9399842182602,186.8549103746581,187.25042724609372,43014200,0.0,0.0,,0.0,0.0,-0.5409619893681383,188.28726414271765,178.89168701171874,0.7663221277924694,11.971240700344143,69.05003525581029,1
2023-11-30,187.71517468500207,188.18981305356235,186.08364867108205,187.82394409179688,48794400,0.0,0.0,,0.0,0.0,0.3062833309049884,188.07537623814173,179.3643819173177,0.6303043335935835,13.437887953280537,71.92785285252647,1
2023-12-01,188.1996691651381,189.4158977511225,187.111975250518,189.0994873046875,45704800,0.0,0.0,,0.0,0.0,0.6791164028944197,188.1601300920759,179.89210357666016,0.7299091577901554,-6.331874149492567,66.35136318706768,0
2023-12-04,187.8536157357217,187.9228394923183,185.35193435249076,187.3097686767578,43389500,0.0,0.0,,0.0,0.0,-0.9464428769423328,187.89456612723214,180.4450932820638,0.6336143503827413,-5.065769897253681,65.42303006625988,1
2023-12-05,188.08104861869373,192.22413865175915,188.0513705178724,191.25511169433597,66628400,0.0,0.0,,0.0,0.0,2.106319945537205,188.38190569196428,181.12564290364583,1.4163913412477178,53.558810311250426,68.27631417602844,0
2023-12-06,192.27358406476236,192.58011192579397,189.95977851245675,190.1674346923828,41089700,0.0,0.0,,0.0,0.0,-0.5687048007853912,188.73929486955916,181.75545399983724,1.5175679888745222,-38.330051449532036,62.759053569943966,1
2023-12-07,191.46276025185608,192.817421410012,191.42319951100376,192.09559631347656,47477700,0.0,0.0,,0.0,0.0,1.0139283964222257,189.28596714564733,182.5265625,1.948058886964558,15.546475150706861,63.30222118585089,1
2023-12-08,192.02637677770835,193.79635031367133,191.50231010992096,193.5194854736328,53406400,0.0,0.0,,0.0,0.0,0.7412398761253325,190.1815468924386,183.4837153116862,2.270624500483112,12.487336159923501,66.21768921281782,0
2023-12-11,190.9485830810774,191.3243346926335,189.2774962882125,191.01779174804688,60943700,0.0,0.0,,0.0,0.0,-1.292734795911188,190.63781084333147,184.3136983235677,2.0255941793258385,14.113102549507172,54.474897655496726,1
2023-12-12,190.91893974997748,192.54058332617893,189.5741610462004,192.53070068359372,52696900,0.0,0.0,,0.0,0.0,0.7920251415859614,191.12798418317522,185.1259745279948,2.0063604691114807,-13.531833479096278,60.149727813091786,1
2023-12-13,192.9063910592081,195.783823602978,192.6690869899489,195.7442779541016,70404200,0.0,0.0,,0.0,0.0,1.6691245910900543,192.3329140799386,186.02956797281902,1.8583729498913617,33.602166351341346,64.69289003994598,1
2023-12-14,195.80360435764132,197.38568681182423,193.96442237725344,195.89259338378903,66831600,0.0,0.0,,0.0,0.0,0.07576999503515758,192.9954114641462,186.83277180989583,2.2044893362033173,-5.074413174214043,68.98314624533239,0
2023-12-15,195.31914286428272,196.1794005549388,194.79507610008935,195.35870361328125,128538400,0.0,0.0,,0.0,0.0,-0.2725420911967813,193.73702130998885,187.4996790568034,1.953477259358303,92.331771198056,67.84430510389429,0
2023-12-18,193.8952224343076,194.4291868327445,192.21425301938103,193.6974639892578,55751900,0.0,0.0,,0.0,0.0,-0.8503535257440631,193.96585954938615,188.14149627685546,1.8182940998252155,-56.62626888151712,62.00271654969853,1
2023-12-19,193.9644492639128,194.7456004150459,193.69746706046115,194.7357177734375,40714100,0.0,0.0,,0.0,0.0,0.5360182641509725,194.13960702078683,188.73299509684244,1.8266214342177944,-26.972713037582572,66.53569955046913,0
2023-12-20,194.69614571593397,195.46741418063525,192.6493225097656,192.6493225097656,52242800,0.0,0.0,,0.0,0.0,-1.0713983482471767,194.37268284388952,189.16969248453776,1.4209282256759639,28.316234424928965,59.99183555854377,0
2023-12-21,193.90511142023345,194.87413831888384,191.33420648650613,192.50099182128903,46482500,0.0,0.0,,0.0,0.0,-0.07699517784135468,194.36843872070312,189.56622416178385,1.427376676068126,-11.026016982244446,57.38834508043549,0
2023-12-22,192.9953923922105,193.22282892375424,190.81013681243016,191.4330902099609,37149600,0.0,0.0,,0.0,0.0,-0.554751225551875,193.75255475725444,189.94295959472657,1.6478557249055752,-20.078309041036945,59.24612021947663,0
2023-12-26,191.4430119873433,191.71987686773372,190.671743379398,190.8892822265625,28919300,0.0,0.0,,0.0,0.0,-0.2840720916127748,193.03779602050778,190.16214701334636,1.649998729307047,-22.154478110127695,49.03199445077437,1
2023-12-27,190.33552729492325,191.3342172608312,188.95118798803827,190.98812866210935,48087700,0.0,0.0,,0.0,0.0,0.05178207723026684,192.41342817034038,190.43736470540364,1.4387872543639193,66.28237889575475,52.291518081200245,1
2023-12-28,191.967044481322,192.4812284908812,191.00790021395272,191.41331481933597,34049900,0.0,0.0,,0.0,0.0,0.22262439042943782,192.0871211460658,190.63974100748698,1.3556546629997572,-29.192080303279223,47.92041061588671,0
2023-12-29,191.72975289130505,192.22415660179112,189.58404259835584,190.3750915527344,42672100,0.0,0.0,,0.0,0.0,-0.5423986662482116,191.46417454310827,190.7887217203776,0.839279585402493,25.322247642430675,40.18516031255693,0
2024-01-02,185.05525771688224,186.3308274284663,181.8317517414996,183.56216430664065,82488700,0.0,0.0,,0.0,0.0,-3.5786862611732695,190.16600908551897,190.65457255045573,2.985154840268182,93.3082740244797,31.663306648332963,0
2024-01-03,182.15809638511385,183.79952025374087,181.37693010719957,182.1877593994141,58414500,0.0,0.0,,0.0,0.0,-0.7487408488661251,188.69269016810827,190.4752690633138,4.009832493861062,-29.184845924350856,24.387628404762026,0
2024-01-04,180.1112512492328,181.04073256447916,178.85547678867908,179.8739471435547,71983600,0.0,0.0,,0.0,0.0,-1.270015210399944,187.04138401576455,190.16082865397135,4.960599625302207,23.228992801444836,8.867111184933691,0
2024-01-05,179.953046197359,180.7144169560074,178.15340966673114,179.152099609375,62379700,0.0,0.0,,0.0,0.0,-0.4013074409289441,185.3646436418806,189.8490249633789,5.406779258326843,-13.341788963041578,7.864491038708081,1
2024-01-08,180.05188555859277,183.52260821958475,179.46849297664804,183.4830474853516,59144500,0.0,0.0,,0.0,0.0,2.417469784289339,184.29248918805806,189.6595026652018,4.8178450542956455,-5.186302595235304,24.905769638768177,0
2024-01-09,181.8614334502317,183.07766218215255,180.68475037086023,183.0677795410156,42841800,0.0,0.0,,0.0,0.0,-0.22632496572695393,183.10026986258373,189.50030415852865,3.654080673517794,-27.564186018987392,26.290123309724294,1
2024-01-10,182.286616409046,184.31365913260456,181.8614214601624,184.10601806640625,46792900,0.0,0.0,,0.0,0.0,0.567133401625175,182.2046879359654,189.38164774576822,1.9402690245798433,9.222535000863651,26.29007313500314,0
2024-01-11,184.4521049955326,184.9564063690912,181.5647895230864,183.5127410888672,49128400,0.0,0.0,,0.0,0.0,-0.3222474657645691,182.1976274762835,189.22310943603514,1.9345876102200827,4.991141818523759,28.1661976165596,1
2024-01-12,183.97748271061096,184.64987951630312,183.1172251929773,183.83905029296875,40477800,0.0,0.0,,0.0,0.0,0.1778128331392237,182.43352617536272,189.109396870931,2.0314366607693173,-17.608145186898007,29.47504293591271,0
2024-01-16,180.1211135415678,182.19759949773237,178.90486988724322,181.5746612548828,65603000,0.0,0.0,,0.0,0.0,-1.2317236378655005,182.6764853341239,188.90108744303384,1.7575271217482427,62.071555272272704,27.893406364796192,0
2024-01-17,179.241077797599,180.88248621338644,178.28193364707266,180.63528442382807,47317400,0.0,0.0,,0.0,0.0,-0.5173501768157562,182.88836887904577,188.61894734700522,1.2886914206022062,-27.87311555873969,27.407188753183917,1
2024-01-18,184.0071435872404,187.02300881659585,183.75005912545996,186.5187225341797,78005800,0.0,0.0,,0.0,0.0,3.2570813222444484,183.32203674316406,188.59257914225262,1.891811467314116,64.85647985730407,42.1527816103534,1
2024-01-19,187.21087293560348,189.80154302609117,186.7065866846462,189.41590881347656,68903000,0.0,0.0,,0.0,0.0,1.5532951544668494,184.22891235351562,188.5312723795573,2.966124582770859,-11.669388686482286,46.77313594134245,1
2024-01-22,190.14767889916803,193.1437643167826,190.10811815121016,191.71987915039065,60133900,0.0,0.0,,0.0,0.0,1.2163552424642843,185.31660679408483,188.58302052815756,4.094819825439447,-12.726731782360712,52.08718173154708,1
2024-01-23,192.83720939883852,193.55903452389103,191.66052626402544,192.9954071044922,42355600,0.0,0.0,,0.0,0.0,0.6653081358876545,186.67127336774553,188.6130142211914,4.889946974166666,-29.564521842089075,67.67982044980184,0
2024-01-24,193.23272951111284,194.18199120084623,192.16481576816375,192.32302856445312,53631300,0.0,0.0,,0.0,0.0,-0.3483909540267005,187.88327026367188,188.57313232421876,5.117091986487377,26.62150931635958,69.50893494388063,0
2024-01-25,193.03498542605584,194.07323623297103,190.9486011697228,191.99673461914065,54822100,0.0,0.0,,0.0,0.0,-0.16965932148012008,189.37213788713728,188.60576375325522,4.448084534672487,2.220345208861252,75.26796840164172,0
2024-01-26,192.0956267141711,192.58013270627515,189.79170355496896,190.26632690429688,44594000,0.0,0.0,,0.0,0.0,-0.9012693462085886,190.7480010986328,188.53028462727863,2.233409377588457,-18.656892019824124,72.2311140737049,0
2024-01-29,189.86089500402176,190.04877081575225,187.4581003710548,189.5840301513672,47145600,0.0,0.0,,0.0,0.0,-0.35860089592882893,191.18590218680245,188.32494303385417,1.4174175070996617,5.721845988249541,64.28911446472893,0
2024-01-30,188.80286821503816,189.6532430962833,185.37170567810733,185.9353179931641,55859400,0.0,0.0,,0.0,0.0,-1.9245883502370442,190.6886749267578,187.99303385416667,2.4069187610075904,18.482742822235785,55.832644834583476,0
2024-01-31,184.94651023142663,185.0058513431809,182.2866312758536,182.3360595703125,55467800,0.0,0.0,,0.0,0.0,-1.9357583388132427,189.34812927246094,187.55894571940104,3.8919341831461267,-0.7010458400913744,46.739545949252104,1
2024-02-01,181.9306371533844,184.85749793556397,181.7625417445701,184.7685089111328,64885400,0.0,0.0,,0.0,0.0,1.3340473335623049,188.17285810198103,187.26131388346354,3.848903759868557,16.978499237395383,52.16646203676597,0
