Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-02 00:00:00-04:00,192.34350758944402,192.48157144604934,189.19762292480593,189.9175262451172,50389300,0.0,0.0
2023-08-03 00:00:00-04:00,188.9215022402868,189.71042999433632,188.0536636534335,188.5270233154297,61235200,0.0,0.0
2023-08-04 00:00:00-04:00,182.95510234495143,184.78938756590674,179.4048680308995,179.47390747070312,115956800,0.0,0.0
2023-08-07 00:00:00-04:00,179.61200164257014,180.59817633552169,174.8980878140883,176.37734985351562,97576100,0.0,0.0
2023-08-08 00:00:00-04:00,177.205713919119,177.77769698523286,175.12488493894773,177.31419372558594,67823000,0.0,0.0
2023-08-09 00:00:00-04:00,178.3693964131728,178.42856448196,174.56276182695083,175.72645568847656,60378500,0.0,0.0
2023-08-10 00:00:00-04:00,176.99860916334498,178.25105509162734,175.14461118800062,175.50949096679688,54686900,0.0,0.0
2023-08-11 00:00:00-04:00,175.10462674008653,176.3883728930982,174.34424265962002,175.56874084472656,52036700,0.24,0.0
2023-08-14 00:00:00-04:00,175.746520759633,177.44503302668653,175.0947628987085,177.21791076660156,43675600,0.0,0.0
2023-08-15 00:00:00-04:00,176.6451282666605,177.23762299403361,174.8379899652799,175.2329864501953,43622600,0.0,0.0
2023-08-16 00:00:00-04:00,174.9169842350172,176.30935657463468,174.29485048513217,174.36398315429688,46964900,0.0,0.0
2023-08-17 00:00:00-04:00,174.9268647491592,175.29223725703497,171.31258808782235,171.8260955810547,66062900,0.0,0.0
2023-08-18 00:00:00-04:00,170.14735612669347,172.9123770667114,169.8116075662743,172.30999755859375,61172200,0.0,0.0
2023-08-21 00:00:00-04:00,172.88272795365145,173.92948217703207,171.56934282132403,173.64309692382812,46311900,0.0,0.0
2023-08-22 00:00:00-04:00,174.8478727981476,175.46012191641384,174.04799506153495,175.0157470703125,42038900,0.0,0.0
2023-08-23 00:00:00-04:00,176.28962468028294,179.28176749229362,176.1019960768648,178.8571319580078,52722800,0.0,0.0
2023-08-24 00:00:00-04:00,178.41275636104422,178.83739189345877,173.81097351698816,174.17636108398438,54945800,0.0,0.0
2023-08-25 00:00:00-04:00,175.16386577811136,176.91174101480664,173.62335841851225,176.3784942626953,51449600,0.0,0.0
2023-08-28 00:00:00-04:00,177.84004032072406,178.3337935661488,176.31928695480332,177.9387969970703,43820700,0.0,0.0
2023-08-29 00:00:00-04:00,177.45489519701718,182.5899254092932,177.25739693272806,181.81967163085938,53003900,0.0,0.0
2023-08-30 00:00:00-04:00,182.62940848986258,185.50305529692773,182.43191025327192,185.3055419921875,60813900,0.0,0.0
2023-08-31 00:00:00-04:00,185.49317264844964,186.75717945843076,185.1376697913831,185.52279663085938,60794500,0.0,0.0
2023-09-01 00:00:00-04:00,187.12259578872172,187.54721631397274,185.92770639795236,187.0929718017578,45766500,0.0,0.0
2023-09-05 00:00:00-04:00,185.92766852324166,187.60642607121574,185.26604116890505,187.32992553710938,45280000,0.0,0.0
2023-09-06 00:00:00-04:00,186.04615504969036,186.4905448774819,179.2027445739978,180.624755859375,81755800,0.0,0.0
2023-09-07 00:00:00-04:00,172.99134398653018,175.98350189646143,171.37183427986267,175.34161376953125,112488800,0.0,0.0
2023-09-08 00:00:00-04:00,176.12176201867752,177.98814840122637,175.56874581023814,175.95387268066406,65551300,0.0,0.0
2023-09-11 00:00:00-04:00,177.82027676778657,178.0473990105972,175.12437356668377,177.119140625,58953100,0.0,0.0
2023-09-12 00:00:00-04:00,177.24749835360407,177.87950173703112,172.6358460753217,174.09735107421875,90370200,0.0,0.0
2023-09-13 00:00:00-04:00,174.30473020059844,175.08486860955094,171.8063404869434,172.03347778320312,84267900,0.0,0.0
2023-09-14 00:00:00-04:00,171.82607585790313,173.8998448696545,171.41132506918257,173.54434204101562,60895800,0.0,0.0
2023-09-15 00:00:00-04:00,174.27510652680778,174.29486087176767,171.6483512368518,172.82347106933594,109259500,0.0,0.0
2023-09-18 00:00:00-04:00,174.2751007250675,177.13887792290447,173.9689761950564,175.74649047851562,67257600,0.0,0.0
2023-09-19 00:00:00-04:00,175.30212586469654,177.38576479928514,174.91699900323943,176.832763671875,51826900,0.0,0.0
2023-09-20 00:00:00-04:00,177.02035765272817,177.45486279571944,173.20858308214417,173.29747009277344,58436200,0.0,0.0
2023-09-21 00:00:00-04:00,172.36923745366522,174.09737357666756,171.68785565712008,171.75697326660156,63149100,0.0,0.0
2023-09-22 00:00:00-04:00,172.48775099523908,174.86764517240317,171.87550181385268,172.6062469482422,56725400,0.0,0.0
2023-09-25 00:00:00-04:00,172.02361011818323,174.7590070374673,171.97423178505466,173.880126953125,46172700,0.0,0.0
2023-09-26 00:00:00-04:00,172.63588402695854,173.01112622988728,169.5153600429677,169.81161499023438,64588900,0.0,0.0
2023-09-27 00:00:00-04:00,170.46333088230946,170.87808171574733,166.93794126401278,168.30068969726562,66921800,0.0,0.0
2023-09-28 00:00:00-04:00,167.2243249736919,169.8807195182162,165.5258128129139,168.55746459960938,56294400,0.0,0.0
2023-09-29 00:00:00-04:00,169.87084635964763,170.90773103963988,168.21182785802986,169.0709686279297,51861100,0.0,0.0
2023-10-02 00:00:00-04:00,169.08081880430257,172.12233981703872,168.79443355791753,171.57920837402344,52164500,0.0,0.0
2023-10-03 00:00:00-04:00,170.1078434596355,171.46073744550782,168.6858469308082,170.24609375,49594600,0.0,0.0
2023-10-04 00:00:00-04:00,168.9524578917983,172.03348795172127,168.8339619515459,171.4903564453125,53020300,0.0,0.0
2023-10-05 00:00:00-04:00,171.61874445939648,173.25800883188634,170.52261166431626,172.72476196289062,48527900,0.0,0.0
2023-10-06 00:00:00-04:00,171.6285909459562,175.76624458491796,171.016326818613,175.27249145507812,57266700,0.0,0.0
2023-10-09 00:00:00-04:00,174.6009972191987,176.81301689163445,173.60362121945622,176.75376892089844,42390800,0.0,0.0
2023-10-10 00:00:00-04:00,175.87489990900735,177.47465549196244,175.72676490471198,176.16127014160156,43698000,0.0,0.0
2023-10-11 00:00:00-04:00,175.9736185461729,177.60301297187604,175.3811238107674,177.5536346435547,47551100,0.0,0.0
2023-10-12 00:00:00-04:00,177.82026707710477,180.06189553412176,176.80312172309905,178.4522705078125,56743100,0.0,0.0
2023-10-13 00:00:00-04:00,179.15340788479125,179.65703072033497,175.91438812346496,176.6155242919922,51427100,0.0,0.0
2023-10-16 00:00:00-04:00,174.54171793626585,176.8426091520335,174.3047110276888,176.4871063232422,52517000,0.0,0.0
2023-10-17 00:00:00-04:00,174.44298390478113,176.19087429527403,172.61610626933813,174.93673706054688,57549400,0.0,0.0
2023-10-18 00:00:00-04:00,173.38635072108465,175.36136323860268,172.92222157401596,173.64309692382812,54764400,0.0,0.0
2023-10-19 00:00:00-04:00,173.84057783744473,175.6180919396984,173.00120664203897,173.26783752441406,59302900,0.0,0.0
2023-10-20 00:00:00-04:00,173.1197103596996,173.22833664495803,170.4830706009531,170.72007751464844,64244000,0.0,0.0
2023-10-23 00:00:00-04:00,168.7747380957869,171.83599917885627,167.80697088494813,170.838623046875,55980100,0.0,0.0
2023-10-24 00:00:00-04:00,170.88797493724758,171.50022404547477,169.30795876796012,171.27310180664062,43816600,0.0,0.0
2023-10-25 00:00:00-04:00,169.73259505065448,170.89784530264086,168.51795139973865,168.96234130859375,57157000,0.0,0.0
2023-10-26 00:00:00-04:00,168.24141831331102,169.23880917055772,163.60014241201984,164.80490112304688,70625300,0.0,0.0
2023-10-27 00:00:00-04:00,164.82467062426355,166.8490614359056,164.745668316651,166.11830139160156,58499100,0.0,0.0
2023-10-30 00:00:00-04:00,166.9082925975718,169.03142477889003,166.76015763515437,168.16241455078125,51131000,0.0,0.0
2023-10-31 00:00:00-04:00,167.23421730907862,168.76484019690602,165.80232095364974,168.636474609375,44846000,0.0,0.0
2023-11-01 00:00:00-04:00,168.86358325166134,172.05322449399938,167.99457285522465,171.79647827148438,56934900,0.0,0.0
2023-11-02 00:00:00-04:00,173.32709544733643,175.55885407348563,173.2678474852133,175.3514862060547,77334800,0.0,0.0
2023-11-03 00:00:00-04:00,172.06306912689155,174.61083668548292,171.18418929633518,174.4429473876953,79829200,0.0,0.0
2023-11-06 00:00:00-05:00,174.17636920813592,177.18825142381783,174.00849494223715,176.99075317382812,63841300,0.0,0.0
2023-11-07 00:00:00-05:00,176.9413698079054,180.1606499568927,176.73400192517136,179.54840087890625,70530000,0.0,0.0
2023-11-08 00:00:00-05:00,180.07179468790036,181.15804266662394,179.3212801943679,180.60504150390625,49340300,0.0,0.0
2023-11-09 00:00:00-05:00,180.67415869856794,181.81965455110011,179.53851741631973,180.1310272216797,53763500,0.0,0.0
2023-11-10 00:00:00-05:00,181.91086536697577,184.48177017271385,181.47578777634308,184.31365966796875,66133400,0.24,0.0
2023-11-13 00:00:00-05:00,183.74018560328048,183.94782669363863,182.1482051958573,182.73159790039062,43627500,0.0,0.0
2023-11-14 00:00:00-05:00,185.5991101996175,186.0045247766197,184.214786141562,185.34202575683594,60108400,0.0,0.0
2023-11-15 00:00:00-05:00,185.7474724520267,187.3789985945617,185.6782486931539,185.90567016601562,53790500,0.0,0.0
2023-11-16 00:00:00-05:00,187.44820698590362,188.82264852852316,186.5384909930313,187.58663940429688,54412900,0.0,0.0
2023-11-17 00:00:00-05:00,188.12059370194675,188.24914348244,186.4594046371221,187.56686401367188,50922700,0.0,0.0
2023-11-20 00:00:00-05:00,187.76462241033667,189.7620174322178,187.75473976876387,189.30715942382812,46505100,0.0,0.0
2023-11-21 00:00:00-05:00,189.26759612132614,189.37636552049437,187.61628985249988,188.50621032714844,38134500,0.0,0.0
2023-11-22 00:00:00-05:00,189.3467095850447,190.77057938008178,188.6940931656517,189.16871643066406,39617700,0.0,0.0
2023-11-24 00:00:00-05:00,188.7336553269539,188.76331834061182,187.13179223741543,187.84373474121094,24048300,0.0,0.0
2023-11-27 00:00:00-05:00,187.79426021241986,188.5358656068872,186.7856726513042,187.66571044921875,40552600,0.0,0.0
2023-11-28 00:00:00-05:00,187.6558347269926,188.9412871423915,187.28008315178343,188.26889038085938,38415400,0.0,0.0
2023-11-29 00:00:00-05:00,188.7633011569372,189.9399842182602,186.85491037465812,187.25042724609375,43014200,0.0,0.0
2023-11-30 00:00:00-05:00,187.71517468500207,188.18981305356235,186.08364867108205,187.82394409179688,48794400,0.0,0.0
2023-12-01 00:00:00-05:00,188.19966916513812,189.4158977511225,187.11197525051801,189.0994873046875,45704800,0.0,0.0
2023-12-04 00:00:00-05:00,187.85361573572166,187.9228394923183,185.35193435249073,187.3097686767578,43389500,0.0,0.0
2023-12-05 00:00:00-05:00,188.08104861869373,192.22413865175915,188.05137051787239,191.25511169433594,66628400,0.0,0.0
2023-12-06 00:00:00-05:00,192.27358406476233,192.58011192579394,189.95977851245675,190.1674346923828,41089700,0.0,0.0
2023-12-07 00:00:00-05:00,191.46276025185608,192.81742141001197,191.42319951100376,192.09559631347656,47477700,0.0,0.0
2023-12-08 00:00:00-05:00,192.02637677770835,193.79635031367135,191.50231010992096,193.5194854736328,53406400,0.0,0.0
2023-12-11 00:00:00-05:00,190.9485830810774,191.3243346926335,189.27749628821252,191.01779174804688,60943700,0.0,0.0
2023-12-12 00:00:00-05:00,190.91893974997748,192.54058332617893,189.5741610462004,192.53070068359375,52696900,0.0,0.0
2023-12-13 00:00:00-05:00,192.90639105920806,195.78382360297798,192.6690869899489,195.74427795410156,70404200,0.0,0.0
2023-12-14 00:00:00-05:00,195.80360435764135,197.38568681182426,193.96442237725344,195.89259338378906,66831600,0.0,0.0
2023-12-15 00:00:00-05:00,195.31914286428272,196.17940055493878,194.79507610008937,195.35870361328125,128538400,0.0,0.0
2023-12-18 00:00:00-05:00,193.8952224343076,194.4291868327445,192.21425301938103,193.6974639892578,55751900,0.0,0.0
2023-12-19 00:00:00-05:00,193.96444926391277,194.7456004150459,193.69746706046115,194.7357177734375,40714100,0.0,0.0
2023-12-20 00:00:00-05:00,194.69614571593394,195.46741418063525,192.64932250976562,192.64932250976562,52242800,0.0,0.0
2023-12-21 00:00:00-05:00,193.90511142023345,194.87413831888384,191.33420648650613,192.50099182128906,46482500,0.0,0.0
2023-12-22 00:00:00-05:00,192.9953923922105,193.22282892375426,190.81013681243016,191.43309020996094,37149600,0.0,0.0
2023-12-26 00:00:00-05:00,191.44301198734334,191.71987686773375,190.67174337939798,190.8892822265625,28919300,0.0,0.0
2023-12-27 00:00:00-05:00,190.33552729492325,191.33421726083122,188.95118798803827,190.98812866210938,48087700,0.0,0.0
2023-12-28 00:00:00-05:00,191.96704448132198,192.48122849088116,191.00790021395272,191.41331481933594,34049900,0.0,0.0
2023-12-29 00:00:00-05:00,191.72975289130503,192.22415660179112,189.58404259835586,190.37509155273438,42672100,0.0,0.0
2024-01-02 00:00:00-05:00,185.05525771688224,186.3308274284663,181.83175174149957,183.56216430664062,82488700,0.0,0.0
2024-01-03 00:00:00-05:00,182.15809638511382,183.79952025374087,181.37693010719954,182.18775939941406,58414500,0.0,0.0
2024-01-04 00:00:00-05:00,180.1112512492328,181.04073256447913,178.85547678867908,179.8739471435547,71983600,0.0,0.0
2024-01-05 00:00:00-05:00,179.95304619735901,180.7144169560074,178.15340966673114,179.152099609375,62379700,0.0,0.0
2024-01-08 00:00:00-05:00,180.05188555859277,183.52260821958473,179.46849297664804,183.48304748535156,59144500,0.0,0.0
2024-01-09 00:00:00-05:00,181.86143345023166,183.07766218215258,180.68475037086026,183.06777954101562,42841800,0.0,0.0
2024-01-10 00:00:00-05:00,182.28661640904596,184.31365913260458,181.8614214601624,184.10601806640625,46792900,0.0,0.0
2024-01-11 00:00:00-05:00,184.4521049955326,184.9564063690912,181.5647895230864,183.5127410888672,49128400,0.0,0.0
2024-01-12 00:00:00-05:00,183.97748271061099,184.64987951630312,183.11722519297732,183.83905029296875,40477800,0.0,0.0
2024-01-16 00:00:00-05:00,180.1211135415678,182.19759949773234,178.90486988724322,181.5746612548828,65603000,0.0,0.0
2024-01-17 00:00:00-05:00,179.241077797599,180.88248621338644,178.28193364707266,180.63528442382812,47317400,0.0,0.0
2024-01-18 00:00:00-05:00,184.0071435872404,187.02300881659582,183.75005912545993,186.5187225341797,78005800,0.0,0.0
2024-01-19 00:00:00-05:00,187.21087293560348,189.80154302609114,186.7065866846462,189.41590881347656,68903000,0.0,0.0
2024-01-22 00:00:00-05:00,190.14767889916803,193.1437643167826,190.10811815121016,191.71987915039062,60133900,0.0,0.0
2024-01-23 00:00:00-05:00,192.83720939883855,193.55903452389106,191.66052626402544,192.9954071044922,42355600,0.0,0.0
2024-01-24 00:00:00-05:00,193.23272951111284,194.18199120084623,192.16481576816378,192.32302856445312,53631300,0.0,0.0
2024-01-25 00:00:00-05:00,193.03498542605584,194.07323623297103,190.94860116972282,191.99673461914062,54822100,0.0,0.0
2024-01-26 00:00:00-05:00,192.0956267141711,192.58013270627515,189.79170355496896,190.26632690429688,44594000,0.0,0.0
2024-01-29 00:00:00-05:00,189.86089500402176,190.04877081575225,187.45810037105477,189.5840301513672,47145600,0.0,0.0
2024-01-30 00:00:00-05:00,188.80286821503816,189.65324309628332,185.37170567810733,185.93531799316406,55859400,0.0,0.0
2024-01-31 00:00:00-05:00,184.94651023142666,185.00585134318092,182.28663127585358,182.3360595703125,55467800,0.0,0.0
2024-02-01 00:00:00-05:00,181.93063715338442,184.85749793556394,181.76254174457006,184.7685089111328,64885400,0.0,0.0
2024-02-02 00:00:00-05:00,177.84690500460306,185.23329771545795,177.2437318686429,183.76986694335938,102551700,0.0,0.0
2024-02-05 00:00:00-05:00,186.04407104136263,187.13176501057416,183.75992879401906,185.57933044433594,69668800,0.0,0.0
2024-02-06 00:00:00-05:00,184.76852130142626,187.19109601961685,184.67953227102765,187.18121337890625,43490800,0.0,0.0
2024-02-07 00:00:00-05:00,188.50623739169367,188.91165203661865,186.49895962721544,187.29000854492188,53439000,0.0,0.0
2024-02-08 00:00:00-05:00,187.27020463334281,187.41851968576853,185.25304448034683,186.21218872070312,40962000,0.0,0.0
2024-02-09 00:00:00-05:00,186.77653768433356,188.10324181676,186.1329987846296,186.9745635986328,45155200,0.24,0.0
2024-02-12 00:00:00-05:00,186.54880424779185,186.796321504533,184.9349868995182,185.29141235351562,41781900,0.0,0.0
2024-02-13 00:00:00-05:00,183.92513863049606,184.36077144619387,181.68757282391297,183.20237731933594,56529500,0.0,0.0
2024-02-14 00:00:00-05:00,183.47959151637605,183.68749754312392,180.6281880058035,182.32119750976562,54630500,0.0,0.0
2024-02-15 00:00:00-05:00,181.7271539268571,182.65782113209212,179.54900531664387,182.03407287597656,65434500,0.0,0.0
2024-02-16 00:00:00-05:00,181.59845842120637,183.0142649801448,179.86583763061847,180.49948120117188,49752500,0.0,0.0
2024-02-20 00:00:00-05:00,179.98465441119404,180.6182980286837,178.2124373755958,179.75694274902344,53665600,0.0,0.0
2024-02-21 00:00:00-05:00,180.13318356154335,181.07374623255754,178.8658962581704,180.50941467285156,41371400,0.0,0.0
2024-02-22 00:00:00-05:00,181.65787110291916,183.1231842228548,180.64801151557128,182.53903198242188,52292200,0.0,0.0
2024-02-23 00:00:00-05:00,183.17267506039363,183.20237592421455,180.42028422645075,180.70741271972656,45119700,0.0,0.0
2024-02-26 00:00:00-05:00,180.43019254491847,180.9450175834942,178.85597124394113,179.3609161376953,40867400,0.0,0.0
2024-02-27 00:00:00-05:00,179.3014951345761,182.09348175278842,177.77678047240937,180.81629943847656,54318900,0.0,0.0
2024-02-28 00:00:00-05:00,180.6975189384851,181.30146173701146,178.34116458472795,179.61834716796875,48953900,0.0,0.0
2024-02-29 00:00:00-05:00,179.4698267249393,180.75691955299587,177.74710108364005,178.95498657226562,136682600,0.0,0.0
2024-03-01 00:00:00-05:00,177.76690051629518,178.73716395290236,175.61845249589473,177.8758087158203,73563100,0.0,0.0
2024-03-04 00:00:00-05:00,174.40064432483445,175.14319605787904,172.06408093389737,173.361083984375,81510100,0.0,0.0
2024-03-05 00:00:00-05:00,169.06417026385637,170.3314573247722,167.9354922531265,168.43052673339844,95132400,0.0,0.0
2024-03-06 00:00:00-05:00,169.36121186741923,169.53943215491887,167.00484265804033,167.4404754638672,68587700,0.0,0.0
2024-03-07 00:00:00-05:00,167.47014430312151,169.03445493979737,166.81671032658778,167.32164001464844,71765100,0.0,0.0
2024-03-08 00:00:00-05:00,167.32165453074688,171.97497562938204,167.26225281020422,169.0344696044922,76267000,0.0,0.0
2024-03-11 00:00:00-04:00,171.2225546353428,172.6482565736913,170.34139373001014,171.03443908691406,60139500,0.0,0.0
2024-03-12 00:00:00-04:00,171.43046672764987,172.30173241116674,169.31171935776177,171.50967407226562,59825400,0.0,0.0
2024-03-13 00:00:00-04:00,171.05422401757613,171.4700511814422,169.0641756745517,169.43051147460938,52488700,0.0,0.0
2024-03-14 00:00:00-04:00,171.19281881058188,172.5789092413306,170.34135894390695,171.28192138671875,72913500,0.0,0.0
2024-03-15 00:00:00-04:00,169.47011882986195,170.9057159423828,168.59885322457814,170.9057159423828,121752700,0.0,0.0
2024-03-18 00:00:00-04:00,173.82643054023092,175.94517770513775,171.7967859641753,171.9947967529297,75604200,0.0,0.0
2024-03-19 00:00:00-04:00,172.6086191723699,174.85607994565953,171.31163124958826,174.3313446044922,55215200,0.0,0.0
2024-03-20 00:00:00-04:00,173.97494430389506,176.89564514160156,173.35119593354977,176.89564514160156,53423100,0.0,0.0
2024-03-21 00:00:00-04:00,175.29173693263047,175.72736975318543,169.14340118299,169.6681365966797,106181300,0.0,0.0
2024-03-22 00:00:00-04:00,170.05426688241553,171.33146450930536,168.37115239719608,170.56910705566406,71160100,0.0,0.0
2024-03-25 00:00:00-04:00,168.87608692531137,170.2324767040703,167.76719930445816,169.15330505371094,54288300,0.0,0.0
2024-03-26 00:00:00-04:00,168.3117257823714,169.71762191427138,167.89589862566189,168.0246124267578,57388400,0.0,0.0
2024-03-27 00:00:00-04:00,168.7176879462108,171.87601096065072,168.42066417893392,171.58888244628906,60273300,0.0,0.0
2024-03-28 00:00:00-04:00,170.0443614510728,170.51959037094832,168.81667037520143,169.77703857421875,65672700,0.0,0.0
2024-04-01 00:00:00-04:00,169.48992969134684,169.54933141950085,167.79690490268092,168.34144592285156,46240500,0.0,0.0
2024-04-02 00:00:00-04:00,167.40087579338118,167.65828830624176,166.55931106297376,167.1632537841797,49329500,0.0,0.0
2024-04-03 00:00:00-04:00,167.11374996517486,168.98497988400436,166.90584392266877,167.9652099609375,47691700,0.0,0.0
2024-04-04 00:00:00-04:00,168.59883533803097,170.2126525655396,167.14344787597656,167.14344787597656,53704400,0.0,0.0
2024-04-05 00:00:00-04:00,167.90578453281648,168.6978426903414,167.27214102824712,167.89588928222656,42104800,0.0,0.0
2024-04-08 00:00:00-04:00,167.3513719945941,167.51968192191484,166.5692240844266,166.77713012695312,37425500,0.0,0.0
2024-04-09 00:00:00-04:00,167.02464767080627,168.39094781013864,166.67813256359855,167.98501586914062,42373800,0.0,0.0
2024-04-10 00:00:00-04:00,167.12365945587084,167.4107728345435,165.45044033625643,166.11378479003906,49709300,0.0,0.0
2024-04-11 00:00:00-04:00,166.66822184170525,173.7175238179071,166.49001666248702,173.3016815185547,91070300,0.0,0.0
2024-04-12 00:00:00-04:00,172.52944039553972,176.58872985356905,172.47994902506244,174.7967071533203,101670900,0.0,0.0
2024-04-15 00:00:00-04:00,173.6185038309996,174.8758957155582,170.78690583147454,170.9750213623047,73531800,0.0,0.0
2024-04-16 00:00:00-04:00,170.04436539186383,172.0343988146065,166.59892920522176,167.69790649414062,73711200,0.0,0.0
2024-04-17 00:00:00-04:00,167.9256158132339,168.95528100035153,166.33160400390625,166.33160400390625,50901200,0.0,0.0
2024-04-18 00:00:00-04:00,166.36130787024413,166.96525061902096,164.89600984807865,165.38113403320312,43122900,0.0,0.0
2024-04-19 00:00:00-04:00,164.5594254399184,164.7475259173238,162.45057299096052,163.36143493652344,68149400,0.0,0.0
2024-04-22 00:00:00-04:00,163.87623994630854,165.59895049362888,163.1336881290828,164.19305419921875,48116400,0.0,0.0
2024-04-23 00:00:00-04:00,163.70792820716713,165.39104261951863,163.28219064755024,165.24252319335938,49537800,0.0,0.0
2024-04-24 00:00:00-04:00,164.8861093338651,167.6187098522012,164.5593998092657,167.34149169921875,48251800,0.0,0.0
2024-04-25 00:00:00-04:00,167.84642483703811,168.91570135131437,166.48012455092012,168.20285034179688,50558300,0.0,0.0
2024-04-26 00:00:00-04:00,168.19292468782604,169.63841695172266,167.49986430971396,167.61868286132812,44838400,0.0,0.0
2024-04-29 00:00:00-04:00,171.64826373021612,174.28185098854456,171.38095596804143,171.7769775390625,68169400,0.0,0.0
2024-04-30 00:00:00-04:00,171.60869637165644,173.25221487057408,168.31176412042663,168.63848876953125,65934800,0.0,0.0
2024-05-01 00:00:00-04:00,167.8959009696714,170.9948217396029,167.43056733625505,167.61868286132812,50383100,0.0,0.0
2024-05-02 00:00:00-04:00,170.79682058773386,171.69778712393833,169.19291342760516,171.31166076660156,94214900,0.0,0.0
2024-05-03 00:00:00-04:00,184.7963833456082,185.14291355827163,180.84601747897057,181.55886840820312,163224100,0.0,0.0
2024-05-06 00:00:00-04:00,180.53910014061182,182.3707188474722,178.62825898838415,179.90545654296875,78569700,0.0,0.0
2024-05-07 00:00:00-04:00,181.62815272879564,183.0637497391675,179.5193160584302,180.5885772705078,77305800,0.0,0.0
2024-05-08 00:00:00-04:00,181.0341248704048,181.25194126160505,179.64801918938014,180.9252166748047,45057100,0.0,0.0
2024-05-09 00:00:00-04:00,180.74699689996783,182.82614787366472,180.3014688648197,182.73704528808594,48983000,0.0,0.0
2024-05-10 00:00:00-04:00,183.3120385724197,183.50040923773955,180.5658387363955,181.47793579101562,50759500,0.25,0.0
2024-05-13 00:00:00-04:00,183.84743912898392,185.49318663872077,183.0344740478803,184.6802215576172,72044800,0.0,0.0
2024-05-14 00:00:00-04:00,185.89965779253163,186.6828817403559,184.6901339480471,185.82034301757812,52393600,0.0,0.0
2024-05-15 00:00:00-04:00,186.29619948475903,189.01265820085425,185.76082862824447,188.0906524658203,70400000,0.0,0.0
2024-05-16 00:00:00-04:00,188.83423487080034,189.458829238671,188.03119361367854,188.2096405029297,52845200,0.0,0.0
2024-05-17 00:00:00-04:00,187.8824709799172,189.1713095252472,187.55530322495105,188.2393798828125,41282900,0.0,0.0
2024-05-20 00:00:00-04:00,187.70403175639103,190.2717851507536,187.38677266186554,189.3993377685547,44361300,0.0,0.0
2024-05-21 00:00:00-04:00,189.44891605266244,191.07483113273048,189.2803778274553,190.69810485839844,42309400,0.0,0.0
